customer_id,age,gender,income_annual,employment_years,employment_status,credit_score,num_credit_accounts,num_hard_inquiries,late_payments_2yr,debt_existing,loan_amount,loan_purpose,loan_term_months,interest_rate,loan_grade,home_ownership,state,application_date,defaulted,debt_to_income,monthly_payment,payment_to_income,total_debt_ratio,interest_cost_total,risk_per_year,credit_tier,income_tier,loan_size
FIN-000509,56,Male,192236.0,24,Self-Employed,655.0,1,4,0,39747,14885,Vacation,72,24.09,D,Own,NC,2020-06-18,0,0.0774,206.74,0.0129,0.2842,21514.78,0.0,Good,Upper-Mid,Medium
FIN-000510,31,Female,179787.0,22,Employed,438.0,9,6,2,1635,23700,Home Improvement,72,13.23,D,Mortgage,MI,2020-06-18,0,0.1318,329.17,0.022,0.1409,18813.06,1.0,Very Poor,Upper-Mid,Large
FIN-000511,57,Male,116895.0,9,Employed,430.0,4,5,1,14279,20018,Home Improvement,48,11.11,B,Rent,FL,2020-06-19,0,0.1712,417.04,0.0428,0.2934,8896.0,0.5,Very Poor,Upper-Mid,Large
FIN-000512,61,Male,186881.0,29,Employed,848.0,8,1,1,14272,62061,Business,36,22.71,A,Own,GA,2020-06-19,0,0.3321,1723.92,0.1107,0.4085,42282.16,0.5,Excellent,Upper-Mid,Very Large
FIN-000513,57,Male,26844.0,32,Employed,767.0,7,5,7,10491,36322,Vacation,60,9.42,B,Own,CA,2020-06-19,1,1.3531,605.37,0.2706,1.7439,17107.66,3.5,Excellent,Low,Very Large
FIN-000514,27,Male,69864.0,10,Employed,779.0,1,2,5,11944,55073,Business,48,9.95,D,Own,TX,2020-06-20,0,0.7883,1147.35,0.1971,0.9592,21919.05,2.5,Excellent,Mid,Very Large
FIN-000515,38,Male,188246.0,34,Unemployed,410.0,10,7,4,3109,77650,Debt Consolidation,36,5.67,A,Mortgage,MI,2020-06-20,1,0.4125,2156.94,0.1375,0.429,13208.26,2.0,Very Poor,Upper-Mid,Very Large
FIN-000516,40,Female,65933.0,26,Unemployed,452.0,11,6,4,12515,77110,Car,36,8.91,B,Mortgage,MI,2020-06-20,1,1.1695,2141.94,0.3898,1.3593,20611.5,2.0,Very Poor,Mid,Very Large
FIN-000517,22,Female,33144.0,2,Employed,541.0,7,4,6,37772,29996,Business,72,13.4,C,Other,MI,2020-06-21,1,0.905,416.61,0.1508,2.0447,24116.78,3.0,Very Poor,Lower-Mid,Large
FIN-000518,46,Male,27649.0,7,Self-Employed,578.0,2,2,3,22140,74345,Education,36,13.89,C,Mortgage,NC,2020-06-21,0,2.6889,2065.14,0.8963,3.4896,30979.56,1.5,Fair,Low,Very Large
FIN-000519,43,Female,187717.0,12,Employed,662.0,3,4,6,7445,51304,Car,48,14.38,C,Rent,TX,2020-06-21,0,0.2733,1068.83,0.0683,0.313,29510.06,3.0,Good,Upper-Mid,Very Large
FIN-000520,52,Male,123955.0,2,Retired,707.0,1,6,5,33052,34249,Vacation,24,15.77,F,Mortgage,TX,2020-06-22,0,0.2763,1427.04,0.1382,0.5429,10802.13,2.5,Very Good,Upper-Mid,Very Large
FIN-000521,33,Male,32818.0,19,Retired,474.0,7,3,2,44541,75223,Business,60,17.94,A,Mortgage,GA,2020-06-22,1,2.2921,1253.72,0.4584,3.6493,67475.03,1.0,Very Poor,Lower-Mid,Very Large
FIN-000522,33,Female,56880.0,34,Employed,434.0,3,3,1,42970,26123,Education,36,8.95,C,Own,IL,2020-06-22,0,0.4593,725.64,0.1531,1.2147,7014.03,0.5,Very Poor,Lower-Mid,Large
FIN-000523,37,Female,80109.0,12,Employed,805.0,6,1,0,2413,38095,Home Improvement,48,18.93,C,Rent,IL,2020-06-23,0,0.4755,793.65,0.1189,0.5057,28845.53,0.0,Excellent,Mid,Very Large
FIN-000525,42,Male,74058.0,23,Self-Employed,794.0,3,2,7,7235,58884,Home Improvement,12,21.75,C,Own,GA,2020-06-23,0,0.7951,4907.0,0.7951,0.8928,12807.27,3.5,Excellent,Mid,Very Large
FIN-000526,47,Other,176202.0,8,Retired,718.0,2,3,2,9319,10291,Education,72,17.59,C,Own,GA,2020-06-24,0,0.0584,142.93,0.0097,0.1113,10861.12,1.0,Very Good,Upper-Mid,Medium
FIN-000527,37,Female,177788.0,29,Employed,505.0,9,5,5,28048,46193,Medical,60,17.53,C,Own,NC,2020-06-24,1,0.2598,769.88,0.052,0.4176,40488.16,2.5,Very Poor,Upper-Mid,Very Large
FIN-000528,46,Female,51297.0,24,Self-Employed,617.0,9,6,4,30372,8122,Vacation,12,20.61,A,Own,MI,2020-06-24,0,0.1583,676.83,0.1583,0.7504,1673.94,2.0,Fair,Lower-Mid,Medium
FIN-000529,58,Female,39062.0,15,Self-Employed,372.0,7,0,5,6335,9876,Home Improvement,12,12.33,D,Rent,NY,2020-06-25,1,0.2528,823.0,0.2528,0.415,1217.71,2.5,Very Poor,Lower-Mid,Medium
FIN-000530,34,Female,49492.0,7,Employed,558.0,5,6,2,28354,79660,Debt Consolidation,72,14.59,E,Own,NC,2020-06-25,0,1.6096,1106.39,0.2683,2.1825,69734.36,1.0,Fair,Lower-Mid,Very Large
FIN-000531,34,Female,106861.0,27,Employed,657.0,4,5,5,49795,62147,Business,48,18.2,A,Mortgage,NY,2020-06-25,0,0.5816,1294.73,0.1454,1.0475,45243.02,2.5,Good,Upper-Mid,Very Large
FIN-000532,32,Female,161639.0,11,Employed,447.0,4,3,4,27354,6823,Home Improvement,72,14.41,B,Rent,CA,2020-06-26,1,0.0422,94.76,0.007,0.2114,5899.17,2.0,Very Poor,Upper-Mid,Medium
FIN-000533,25,Male,56806.0,23,Self-Employed,524.0,1,3,2,40985,57652,Debt Consolidation,24,14.94,C,Rent,IL,2020-06-26,1,1.0149,2402.17,0.5074,1.7364,17226.42,1.0,Very Poor,Lower-Mid,Very Large
FIN-000534,57,Female,120108.0,28,Self-Employed,404.0,4,2,0,43005,63204,Car,48,10.9,A,Mortgage,OH,2020-06-26,0,0.5262,1316.75,0.1316,0.8843,27556.94,0.0,Very Poor,Upper-Mid,Very Large
FIN-000535,24,Male,94457.0,14,Retired,655.0,7,4,6,48734,55382,Vacation,48,11.25,C,Rent,NY,2020-06-27,0,0.5863,1153.79,0.1466,1.1023,24921.9,3.0,Good,Mid,Very Large
FIN-000536,49,Other,89885.0,17,Retired,837.0,5,0,3,36705,15387,Home Improvement,60,20.93,B,Own,NC,2020-06-27,0,0.1712,256.45,0.0342,0.5795,16102.5,1.5,Excellent,Mid,Large
FIN-000537,45,Female,95191.0,6,Employed,560.0,9,0,5,4807,56175,Business,48,4.6,E,Rent,CA,2020-06-27,0,0.5901,1170.31,0.1475,0.6406,10336.2,2.5,Fair,Mid,Very Large
FIN-000538,65,Female,67674.0,12,Employed,369.0,4,4,4,14950,23980,Home Improvement,60,6.74,B,Mortgage,PA,2020-06-28,1,0.3543,399.67,0.0709,0.5753,8081.26,2.0,Very Poor,Mid,Large
FIN-000539,24,Male,100415.0,18,Self-Employed,746.0,11,2,0,6336,29224,Business,36,26.8,F,Mortgage,PA,2020-06-28,0,0.291,811.78,0.097,0.3541,23496.1,0.0,Very Good,Upper-Mid,Large
FIN-000540,36,Female,63127.0,4,Self-Employed,746.0,3,3,1,6524,12121,Car,60,8.89,A,Rent,GA,2020-06-28,0,0.192,202.02,0.0384,0.2954,5387.78,0.5,Very Good,Mid,Medium
FIN-000541,22,Male,174574.0,25,Unemployed,556.0,6,4,0,17409,72966,Business,48,14.33,A,Mortgage,NY,2020-06-29,0,0.418,1520.12,0.1045,0.5177,41824.11,0.0,Fair,Upper-Mid,Very Large
FIN-000543,24,Female,157312.0,32,Unemployed,418.0,11,6,0,41898,16881,Medical,36,4.5,E,Mortgage,MI,2020-06-29,1,0.1073,468.92,0.0358,0.3736,2278.94,0.0,Very Poor,Upper-Mid,Large
FIN-000544,40,Male,127889.0,24,Employed,365.0,2,6,7,36866,55809,Vacation,24,26.24,C,Mortgage,IL,2020-06-30,1,0.4364,2325.38,0.2182,0.7247,29288.56,3.5,Very Poor,Upper-Mid,Very Large
FIN-000545,37,Male,68544.0,24,Employed,544.0,5,0,4,15265,28097,Business,72,5.76,D,Rent,GA,2020-06-30,1,0.4099,390.24,0.0683,0.6326,9710.32,2.0,Very Poor,Mid,Large
FIN-000546,26,Female,167712.0,29,Employed,356.0,4,0,7,9664,7978,Vacation,48,8.52,B,Mortgage,OH,2020-06-30,1,0.0476,166.21,0.0119,0.1052,2718.9,3.5,Very Poor,Upper-Mid,Medium
FIN-000547,38,Male,52895.0,3,Unemployed,343.0,5,6,1,28223,9332,Business,12,5.18,A,Own,NY,2020-07-01,1,0.1764,777.67,0.1764,0.71,483.4,0.5,Very Poor,Lower-Mid,Medium
FIN-000548,40,Male,127878.0,18,Employed,823.0,9,6,3,29830,20089,Vacation,72,16.71,C,Rent,OH,2020-07-01,0,0.1571,279.01,0.0262,0.3904,20141.23,1.5,Excellent,Upper-Mid,Large
FIN-000549,59,Male,115387.0,26,Retired,723.0,4,6,0,13602,61804,Debt Consolidation,48,26.66,C,Other,MI,2020-07-01,0,0.5356,1287.58,0.1339,0.6535,65907.79,0.0,Very Good,Upper-Mid,Very Large
FIN-000550,65,Male,31920.0,23,Self-Employed,835.0,6,3,4,10517,69752,Vacation,12,24.22,A,Mortgage,GA,2020-07-02,1,2.1852,5812.67,2.1852,2.5147,16893.93,2.0,Excellent,Lower-Mid,Very Large
FIN-000551,61,Female,100453.0,24,Employed,694.0,4,3,4,16559,28484,Education,72,19.53,A,Rent,IL,2020-07-02,0,0.2836,395.61,0.0473,0.4484,33377.55,2.0,Good,Upper-Mid,Large
FIN-000552,54,Female,181715.0,28,Employed,749.0,1,1,3,8095,65408,Education,24,8.86,C,Mortgage,IL,2020-07-02,0,0.3599,2725.33,0.18,0.4045,11590.3,1.5,Very Good,Upper-Mid,Very Large
FIN-000553,60,Female,49227.0,30,Employed,556.0,2,5,6,47385,59018,Education,48,24.94,B,Rent,CA,2020-07-03,0,1.1989,1229.54,0.2997,2.1615,58876.36,3.0,Fair,Lower-Mid,Very Large
FIN-000554,66,Male,43251.0,34,Employed,660.0,6,4,2,22277,23148,Business,72,22.24,D,Rent,GA,2020-07-03,0,0.5352,321.5,0.0892,1.0503,30888.69,1.0,Good,Lower-Mid,Large
FIN-000555,44,Female,44238.0,27,Employed,679.0,8,3,1,23725,8830,Car,24,10.77,B,Rent,PA,2020-07-03,0,0.1996,367.92,0.0998,0.7359,1901.98,0.5,Good,Lower-Mid,Medium
FIN-000556,38,Female,80044.0,3,Self-Employed,742.0,9,1,1,19894,73494,Debt Consolidation,12,23.42,C,Rent,PA,2020-07-04,0,0.9182,6124.5,0.9182,1.1667,17212.29,0.5,Very Good,Mid,Very Large
FIN-000557,50,Female,178795.0,27,Employed,833.0,4,2,5,31178,30998,Business,60,25.11,D,Own,IL,2020-07-04,0,0.1734,516.63,0.0347,0.3478,38917.99,2.5,Excellent,Upper-Mid,Very Large
FIN-000558,21,Male,54973.0,30,Employed,773.0,6,6,0,40565,72076,Vacation,48,20.91,C,Own,IL,2020-07-04,0,1.3111,1501.58,0.3278,2.049,60284.37,0.0,Excellent,Lower-Mid,Very Large
FIN-000559,43,Male,114292.0,22,Employed,456.0,3,0,2,950,35677,Home Improvement,36,6.86,C,Mortgage,NY,2020-07-05,1,0.3122,991.03,0.1041,0.3205,7342.33,1.0,Very Poor,Upper-Mid,Very Large
FIN-000560,49,Female,159585.0,13,Employed,388.0,9,4,6,37204,34101,Business,36,27.63,D,Rent,NY,2020-07-05,1,0.2137,947.25,0.0712,0.4468,28266.32,3.0,Very Poor,Upper-Mid,Very Large
FIN-000561,61,Male,194388.0,27,Retired,501.0,8,5,1,35512,12053,Education,24,6.29,C,Rent,TX,2020-07-05,1,0.062,502.21,0.031,0.2447,1516.27,0.5,Very Poor,Upper-Mid,Medium
FIN-000562,61,Female,181297.0,13,Employed,761.0,1,2,6,48882,10670,Debt Consolidation,60,19.88,D,Own,NC,2020-07-06,0,0.0589,177.83,0.0118,0.3285,10605.98,3.0,Excellent,Upper-Mid,Medium
FIN-000563,52,Female,155451.0,0,Self-Employed,780.0,2,4,5,1920,15281,Home Improvement,36,7.1,C,Own,GA,2020-07-06,0,0.0983,424.47,0.0328,0.1107,3254.85,2.5,Excellent,Upper-Mid,Large
FIN-000564,22,Male,126371.0,31,Employed,753.0,10,4,0,9876,58341,Debt Consolidation,36,25.78,A,Rent,NY,2020-07-06,0,0.4617,1620.58,0.1539,0.5398,45120.93,0.0,Excellent,Upper-Mid,Very Large
FIN-000565,68,Female,162377.0,17,Employed,769.0,9,3,2,21996,73069,Car,48,12.72,B,Mortgage,IL,2020-07-07,0,0.45,1522.27,0.1125,0.5855,37177.51,1.0,Excellent,Upper-Mid,Very Large
FIN-000566,56,Male,51722.0,4,Employed,679.0,10,1,4,6419,15756,Education,36,16.52,B,Rent,MI,2020-07-07,0,0.3046,437.67,0.1015,0.4287,7808.67,2.0,Good,Lower-Mid,Large
FIN-000567,65,Male,97684.0,14,Self-Employed,700.0,3,4,0,9160,70075,Medical,12,8.7,A,Rent,IL,2020-07-07,0,0.7174,5839.58,0.7174,0.8111,6096.52,0.0,Very Good,Mid,Very Large
FIN-000568,37,Male,75429.0,15,Employed,378.0,3,5,2,31706,59421,Business,24,17.34,C,Own,GA,2020-07-08,0,0.7878,2475.88,0.3939,1.2081,20607.2,1.0,Very Poor,Mid,Very Large
FIN-000569,63,Male,98437.0,29,Employed,685.0,10,2,3,38940,65108,Vacation,72,26.56,C,Own,PA,2020-07-08,0,0.6614,904.28,0.1102,1.057,103756.11,1.5,Good,Mid,Very Large
FIN-000570,22,Male,193548.0,22,Self-Employed,642.0,9,5,1,38698,70323,Education,36,25.69,C,Rent,OH,2020-07-08,0,0.3633,1953.42,0.1211,0.5633,54197.94,0.5,Fair,Upper-Mid,Very Large
FIN-000571,24,Male,195325.0,10,Employed,744.0,3,4,6,3808,22048,Education,48,6.0,C,Own,IL,2020-07-09,0,0.1129,459.33,0.0282,0.1324,5291.52,3.0,Very Good,Upper-Mid,Large
FIN-000572,64,Male,171780.0,24,Employed,351.0,10,7,0,45740,57606,Car,72,13.39,C,Own,CA,2020-07-09,1,0.3353,800.08,0.0559,0.6016,46280.66,0.0,Very Poor,Upper-Mid,Very Large
FIN-000573,54,Male,132421.0,1,Employed,550.0,11,5,5,44275,14876,Home Improvement,12,10.78,A,Mortgage,GA,2020-07-09,0,0.1123,1239.67,0.1123,0.4467,1603.63,2.5,Fair,Upper-Mid,Medium
FIN-000574,21,Female,47621.0,34,Employed,628.0,5,5,4,47424,63075,Education,72,15.81,A,Mortgage,FL,2020-07-10,0,1.3245,876.04,0.2208,2.3204,59832.94,2.0,Fair,Lower-Mid,Very Large
FIN-000575,43,Male,181073.0,23,Retired,793.0,6,6,5,37506,20171,Home Improvement,36,24.09,C,Own,IL,2020-07-10,0,0.1114,560.31,0.0371,0.3185,14577.58,2.5,Excellent,Upper-Mid,Large
FIN-000576,26,Male,34220.0,12,Employed,649.0,3,7,6,22879,47204,Home Improvement,24,21.86,B,Rent,CA,2020-07-10,1,1.3794,1966.83,0.6897,2.048,20637.59,3.0,Fair,Lower-Mid,Very Large
FIN-000577,36,Male,110230.0,29,Employed,758.0,10,1,0,13604,10166,Car,24,12.58,A,Other,NY,2020-07-11,0,0.0922,423.58,0.0461,0.2156,2557.77,0.0,Excellent,Upper-Mid,Medium
FIN-000578,22,Male,85122.0,10,Retired,797.0,8,7,1,20773,48734,Education,24,13.49,B,Own,TX,2020-07-11,0,0.5725,2030.58,0.2863,0.8166,13148.43,0.5,Excellent,Mid,Very Large
FIN-000579,66,Female,101757.0,22,Retired,424.0,2,0,1,13808,69441,Business,36,19.87,B,Rent,TX,2020-07-11,1,0.6824,1928.92,0.2275,0.8181,41393.78,0.5,Very Poor,Upper-Mid,Very Large
FIN-000580,32,Female,125385.0,27,Employed,503.0,6,7,2,43465,50078,Car,12,9.06,A,Own,CA,2020-07-12,1,0.3994,4173.17,0.3994,0.746,4537.07,1.0,Very Poor,Upper-Mid,Very Large
FIN-000581,47,Female,87907.0,28,Unemployed,320.0,2,4,5,13034,32778,Car,60,6.91,B,Own,PA,2020-07-12,1,0.3729,546.3,0.0746,0.5211,11324.8,2.5,Very Poor,Mid,Very Large
FIN-000582,39,Male,188856.0,14,Employed,661.0,9,2,5,3884,25924,Medical,72,10.2,A,Mortgage,GA,2020-07-12,0,0.1373,360.06,0.0229,0.1578,15865.49,2.5,Good,Upper-Mid,Large
FIN-000583,48,Female,190142.0,2,Unemployed,660.0,6,6,4,33500,50832,Business,24,7.41,A,Other,NY,2020-07-13,0,0.2673,2118.0,0.1337,0.4435,7533.3,2.0,Good,Upper-Mid,Very Large
FIN-000584,55,Female,59150.0,8,Employed,415.0,9,6,6,48809,71243,Car,12,12.77,D,Rent,CA,2020-07-13,1,1.2044,5936.92,1.2044,2.0296,9097.73,3.0,Very Poor,Lower-Mid,Very Large
FIN-000585,63,Male,81262.0,7,Employed,354.0,4,0,2,17965,30048,Medical,48,26.53,B,Own,MI,2020-07-13,0,0.3698,626.0,0.0924,0.5908,31886.94,1.0,Very Poor,Mid,Very Large
FIN-000586,24,Female,129756.0,32,Employed,591.0,3,5,4,31803,37815,Home Improvement,48,7.33,C,Own,TX,2020-07-14,0,0.2914,787.81,0.0729,0.5365,11087.36,2.0,Fair,Upper-Mid,Very Large
FIN-000587,69,Female,47161.0,33,Retired,350.0,2,0,7,20063,39682,Business,12,23.73,B,Rent,NY,2020-07-14,1,0.8414,3306.83,0.8414,1.2668,9416.54,3.5,Very Poor,Lower-Mid,Very Large
FIN-000588,69,Other,172252.0,8,Employed,553.0,8,3,0,20236,22489,Business,48,17.06,E,Own,PA,2020-07-14,0,0.1306,468.52,0.0326,0.248,15346.49,0.0,Fair,Upper-Mid,Large
FIN-000589,27,Male,38825.0,16,Employed,791.0,4,3,0,31262,64234,Home Improvement,48,19.37,D,Rent,NY,2020-07-15,0,1.6544,1338.21,0.4136,2.4597,49768.5,0.0,Excellent,Lower-Mid,Very Large
FIN-000590,57,Female,112811.0,0,Self-Employed,524.0,2,4,7,16707,62701,Debt Consolidation,24,8.5,B,Own,NC,2020-07-15,1,0.5558,2612.54,0.2779,0.7039,10659.17,3.5,Very Poor,Upper-Mid,Very Large
FIN-000591,45,Male,152089.0,4,Self-Employed,768.0,11,6,5,36467,21951,Business,36,8.06,B,Rent,CA,2020-07-15,0,0.1443,609.75,0.0481,0.3841,5307.75,2.5,Excellent,Upper-Mid,Large
FIN-000592,61,Female,171957.0,29,Self-Employed,402.0,9,2,6,5181,55018,Vacation,36,8.32,A,Mortgage,OH,2020-07-16,1,0.32,1528.28,0.1067,0.3501,13732.49,3.0,Very Poor,Upper-Mid,Very Large
FIN-000593,37,Female,121351.0,10,Self-Employed,347.0,8,7,2,31562,16452,Debt Consolidation,36,20.18,D,Mortgage,MI,2020-07-16,1,0.1356,457.0,0.0452,0.3957,9960.04,1.0,Very Poor,Upper-Mid,Large
FIN-000594,61,Female,66260.0,27,Self-Employed,641.0,5,3,7,41321,33635,Home Improvement,36,22.07,C,Rent,GA,2020-07-16,0,0.5076,934.31,0.1692,1.1312,22269.73,3.5,Fair,Mid,Very Large
FIN-000595,34,Female,161332.0,16,Employed,532.0,8,5,6,18484,32933,Education,12,26.13,B,Own,NC,2020-07-17,1,0.2041,2744.42,0.2041,0.3187,8605.39,3.0,Very Poor,Upper-Mid,Very Large
FIN-000596,57,Female,197734.0,22,Employed,527.0,5,1,3,29073,39581,Debt Consolidation,24,13.86,E,Mortgage,GA,2020-07-17,1,0.2002,1649.21,0.1001,0.3472,10971.85,1.5,Very Poor,Upper-Mid,Very Large
FIN-000597,22,Female,57018.0,17,Employed,821.0,7,1,1,12968,43281,Car,12,15.36,B,Mortgage,IL,2020-07-17,0,0.7591,3606.75,0.7591,0.9865,6647.96,0.5,Excellent,Lower-Mid,Very Large
FIN-000598,44,Female,180302.0,26,Retired,312.0,5,7,7,42852,26187,Business,72,15.54,C,Own,CA,2020-07-18,1,0.1452,363.71,0.0242,0.3829,24416.76,3.5,Very Poor,Upper-Mid,Large
FIN-000599,35,Male,44769.0,24,Employed,798.0,5,5,6,13280,27953,Vacation,72,10.84,E,Own,CA,2020-07-18,0,0.6244,388.24,0.1041,0.921,18180.63,3.0,Excellent,Lower-Mid,Large
FIN-000600,68,Male,125695.0,4,Employed,744.0,4,7,2,2754,38818,Debt Consolidation,48,12.21,D,Own,GA,2020-07-18,0,0.3088,808.71,0.0772,0.3307,18958.71,1.0,Very Good,Upper-Mid,Very Large
FIN-000601,53,Male,186286.0,18,Self-Employed,639.0,5,7,7,17856,29702,Business,24,24.4,C,Own,OH,2020-07-19,0,0.1594,1237.58,0.0797,0.2553,14494.58,3.5,Fair,Upper-Mid,Large
FIN-000602,32,Male,52492.0,26,Employed,623.0,7,0,6,43386,11278,Home Improvement,60,12.58,E,Other,IL,2020-07-19,0,0.2149,187.97,0.043,1.0414,7093.86,3.0,Fair,Lower-Mid,Medium
FIN-000603,39,Other,83767.0,12,Employed,456.0,3,5,7,31365,49566,Education,36,24.92,F,Mortgage,MI,2020-07-19,1,0.5917,1376.83,0.1972,0.9661,37055.54,3.5,Very Poor,Mid,Very Large
FIN-000604,67,Male,82473.0,6,Self-Employed,730.0,4,0,2,15817,64722,Home Improvement,72,11.67,E,Mortgage,NY,2020-07-20,0,0.7848,898.92,0.1308,0.9765,45318.34,1.0,Very Good,Mid,Very Large
FIN-000605,25,Female,136087.0,25,Employed,706.0,8,0,0,29604,23036,Education,72,12.49,B,Rent,NC,2020-07-20,0,0.1693,319.94,0.0282,0.3868,17263.18,0.0,Very Good,Upper-Mid,Large
FIN-000606,21,Male,129015.0,13,Self-Employed,457.0,6,1,1,1803,29583,Business,48,17.67,B,Rent,FL,2020-07-20,1,0.2293,616.31,0.0573,0.2433,20909.26,0.5,Very Poor,Upper-Mid,Large
FIN-000607,63,Male,108215.0,26,Employed,484.0,8,7,6,8272,75244,Debt Consolidation,36,6.92,B,Mortgage,PA,2020-07-21,1,0.6953,2090.11,0.2318,0.7718,15620.65,3.0,Very Poor,Upper-Mid,Very Large
FIN-000608,29,Male,23687.0,7,Employed,790.0,11,7,6,31450,14476,Car,36,26.17,D,Mortgage,FL,2020-07-21,1,0.6111,402.11,0.2037,1.9389,11365.11,3.0,Excellent,Low,Medium
FIN-000609,59,Male,93400.0,30,Retired,835.0,2,3,6,15668,75854,Car,36,23.78,A,Mortgage,NC,2020-07-21,0,0.8121,2107.06,0.2707,0.9799,54114.24,3.0,Excellent,Mid,Very Large
FIN-000610,54,Male,91663.0,34,Employed,656.0,9,5,7,39674,43627,Home Improvement,72,20.26,B,Own,FL,2020-07-22,0,0.4759,605.93,0.0793,0.9088,53032.98,3.5,Good,Mid,Very Large
FIN-000611,49,Female,115009.0,26,Employed,661.0,7,3,2,27117,50441,Business,60,27.72,A,Rent,GA,2020-07-22,0,0.4386,840.68,0.0877,0.6744,69911.23,1.0,Good,Upper-Mid,Very Large
FIN-000612,69,Female,69704.0,3,Unemployed,523.0,5,4,7,21739,29754,Education,48,4.88,C,Rent,NY,2020-07-22,1,0.4269,619.88,0.1067,0.7387,5807.98,3.5,Very Poor,Mid,Large
FIN-000613,68,Female,140231.0,3,Employed,503.0,11,2,6,44699,69751,Debt Consolidation,36,14.16,C,Rent,GA,2020-07-23,1,0.4974,1937.53,0.1658,0.8162,29630.22,3.0,Very Poor,Upper-Mid,Very Large
FIN-000614,68,Female,164906.0,17,Employed,307.0,7,1,0,2988,24979,Vacation,36,24.67,B,Mortgage,NY,2020-07-23,0,0.1515,693.86,0.0505,0.1696,18486.96,0.0,Very Poor,Upper-Mid,Large
FIN-000615,66,Female,159993.0,22,Employed,771.0,2,6,0,7204,75446,Education,24,14.68,D,Mortgage,IL,2020-07-23,0,0.4716,3143.58,0.2358,0.5166,22150.95,0.0,Excellent,Upper-Mid,Very Large
FIN-000616,22,Female,137248.0,31,Employed,471.0,11,0,5,13028,66161,Education,36,4.62,B,Mortgage,CA,2020-07-24,1,0.4821,1837.81,0.1607,0.577,9169.91,2.5,Very Poor,Upper-Mid,Very Large
FIN-000617,39,Male,179645.0,11,Employed,395.0,4,2,7,8516,41022,Education,24,8.21,B,Mortgage,PA,2020-07-24,1,0.2284,1709.25,0.1142,0.2758,6735.81,3.5,Very Poor,Upper-Mid,Very Large
FIN-000618,48,Male,57876.0,19,Self-Employed,605.0,7,0,5,31864,68257,Business,48,14.7,F,Mortgage,TX,2020-07-24,0,1.1794,1422.02,0.2948,1.7299,40135.12,2.5,Fair,Lower-Mid,Very Large
FIN-000619,55,Male,24266.0,11,Employed,557.0,2,2,2,35129,9453,Debt Consolidation,48,20.2,C,Rent,NY,2020-07-25,0,0.3896,196.94,0.0974,1.8372,7638.02,1.0,Fair,Low,Medium
FIN-000620,60,Male,57713.0,7,Employed,773.0,8,2,2,32515,56575,Business,48,8.32,B,Rent,CA,2020-07-25,0,0.9803,1178.65,0.2451,1.5437,18828.16,1.0,Excellent,Lower-Mid,Very Large
FIN-000621,68,Female,160057.0,21,Employed,599.0,10,3,0,16486,62260,Vacation,24,15.03,F,Own,PA,2020-07-25,0,0.389,2594.17,0.1945,0.492,18715.36,0.0,Fair,Upper-Mid,Very Large
FIN-000622,42,Female,42068.0,26,Employed,764.0,10,6,5,14774,45705,Education,72,4.8,B,Mortgage,IL,2020-07-26,0,1.0865,634.79,0.1811,1.4376,13163.04,2.5,Excellent,Lower-Mid,Very Large
FIN-000623,24,Female,110236.0,16,Employed,627.0,11,4,6,37680,60833,Vacation,72,15.72,C,Mortgage,MI,2020-07-26,0,0.5518,844.9,0.092,0.8937,57377.69,3.0,Fair,Upper-Mid,Very Large
FIN-000624,28,Female,159438.0,31,Employed,409.0,5,4,6,746,59029,Vacation,60,25.55,D,Rent,TX,2020-07-26,1,0.3702,983.82,0.074,0.3749,75409.55,3.0,Very Poor,Upper-Mid,Very Large
FIN-000625,21,Male,89384.0,32,Retired,428.0,5,0,7,14373,9177,Business,60,18.52,B,Rent,GA,2020-07-27,1,0.1027,152.95,0.0205,0.2635,8497.9,3.5,Very Poor,Mid,Medium
FIN-000627,27,Female,154528.0,5,Employed,838.0,1,4,1,3691,37952,Home Improvement,72,8.31,B,Other,NY,2020-07-27,0,0.2456,527.11,0.0409,0.2695,18922.87,0.5,Excellent,Upper-Mid,Very Large
FIN-000628,45,Male,163103.0,8,Employed,463.0,6,1,0,44445,75514,Medical,36,9.26,C,Rent,PA,2020-07-28,1,0.463,2097.61,0.1543,0.7355,20977.79,0.0,Very Poor,Upper-Mid,Very Large
FIN-000629,49,Female,105675.0,31,Unemployed,648.0,2,0,0,25823,56084,Education,48,6.3,B,Rent,PA,2020-07-28,0,0.5307,1168.42,0.1327,0.7751,14133.17,0.0,Fair,Upper-Mid,Very Large
FIN-000630,21,Male,171098.0,15,Retired,762.0,1,1,2,35832,76710,Vacation,72,21.95,C,Mortgage,MI,2020-07-28,0,0.4483,1065.42,0.0747,0.6578,101027.07,1.0,Excellent,Upper-Mid,Very Large
FIN-000631,38,Female,60887.0,11,Retired,803.0,7,2,2,1719,26796,Car,12,6.31,C,Mortgage,PA,2020-07-29,0,0.4401,2233.0,0.4401,0.4683,1690.83,1.0,Excellent,Mid,Large
FIN-000632,24,Female,179849.0,2,Employed,450.0,4,2,2,21535,55348,Business,72,13.52,C,Mortgage,GA,2020-07-29,0,0.3077,768.72,0.0513,0.4275,44898.3,1.0,Very Poor,Upper-Mid,Very Large
